"BRK.B","CELG","DOW","EMR","HAL","MA","MRK","PEP","PM","SPG"
"3018",1246800,979900,411200,440400,296000,843900,496100,968700,886500,1872100
"3019",1262800,1058700,425600,432700,289500,872900,513700,972000,881100,1894300
"3020",1258200,1029800,429900,425700,308500,885200,506000,939400,866000,1816000
"3021",1300400,1125300,472900,448100,325600,915300,518100,984600,873700,1898400
"3022",1262900,1059100,425600,432900,289500,872900,513700,971900,881000,1894800
"3023",1284200,1056800,451600,435300,316300,898300,510000,974600,884200,1868400
"3024",1303000,1150700,477500,455300,336800,922900,521000,988100,881500,1934700
"3025",1287000,1049200,451200,442200,315200,910900,514300,975300,884800,1856300
"3026",1258900,1029800,429800,425500,308300,885000,506100,939300,865700,1814900
"3027",1254400,1042000,420700,427400,291600,859600,508700,963300,882600,1868200
"3028",1279100,1030700,439100,437900,305500,908700,517900,967000,878100,1851100
"3029",1288500,1167600,497500,465500,336300,939500,518800,981200,861000,1909000
"3030",1249000,1018700,408000,419000,277400,842100,501300,942900,857500,1797500
"3031",1266100,1086800,426000,429200,296400,885000,512000,952100,861600,1858400
"3032",1307300,1185200,495100,470000,342900,952100,532600,992400,876600,1946500
"3033",1246100,980000,411400,440500,296000,844200,496000,968400,886500,1872200
"3034",1254400,1042400,420800,427600,291800,859600,508600,963200,882600,1868700
"3035",1275400,989100,407100,452900,312500,870400,498500,979300,889500,1791200
"3036",1302900,1150600,477400,455400,336500,922900,521100,988200,881600,1935900
"3037",1278700,1030100,438900,438000,305400,908700,518000,967300,878000,1851500
"3038",1263300,1060200,425600,433200,289900,872900,514000,971500,881100,1895000
"3039",1302000,1150400,477200,455100,336400,922500,521000,988000,881600,1935100
"3040",1284600,1060400,451700,435300,316200,898600,510100,974800,884000,1868400
"3041",1278200,1029800,438600,437700,305400,908500,517900,967300,877800,1851900
"3042",1250700,1088800,426800,424700,299900,875000,508500,961000,870500,1859300
"3043",1286700,1049200,451200,442100,315000,910800,514200,975000,884600,1855300
"3044",1275600,989100,407200,452800,312600,871300,498500,979300,889900,1792900
"3045",1279100,1050100,443300,442300,312200,913800,514500,975200,889000,1887600
"3046",1263400,1059800,425800,433100,290100,873200,514100,971300,881000,1895100
"3047",1254300,1041100,420600,427500,291600,859500,508400,963000,882400,1868900
"3048",1301900,1149500,477100,455200,336100,922300,520800,988100,881800,1934600
"3049",1284800,1059500,451300,435400,316400,898700,510400,974900,883900,1868200
"3050",1278200,1030700,438700,437700,305500,908500,518000,967500,878200,1853200
"3051",1306600,1185200,494600,469900,342600,952000,532500,992400,876300,1946200
"3052",1286900,1048200,450900,442000,315200,909800,514100,974900,884200,1854100
"3053",1276800,1043000,430400,432500,304600,876500,515500,948100,870900,1857600
"3054",1245600,979800,411400,440500,295900,843800,496100,968000,886300,1870200
"3055",1257800,1031200,429600,425500,308400,884900,505800,939200,866000,1816500
"3056",1289200,1167900,497700,465700,336600,939800,518900,981500,861800,1910300
"3057",1284200,1058800,451400,435300,316000,898300,510000,974500,883100,1866700
"3058",1248300,1018800,407600,419000,277400,841700,501000,942200,857200,1796600
"3059",1289400,1167400,497800,466000,336800,939800,519000,981600,861600,1910200
"3060",1278800,1049200,443100,442100,311900,913400,514400,974800,888400,1888200
"3061",1304500,1169500,483900,464900,339200,940300,525600,990500,877000,1953300
"3062",1276700,1042500,430100,432200,304300,875800,515200,948300,870900,1857800
"3063",1300400,1124600,472300,448000,325500,914900,517700,984400,873900,1898000
"3064",1257500,1030700,429400,425600,308600,884700,505700,939300,865800,1817100
"3065",1263300,1061700,425900,433300,289900,873200,514400,971500,881300,1895100
"3066",1283800,1057400,450900,435300,315700,898000,509900,974300,882800,1867900
"3067",1278700,1030900,438600,437700,304900,908800,518400,967700,878100,1853300
"3068",1250900,1089100,426800,424700,300700,875600,508500,961300,870400,1860700
"3069",1275700,989100,407100,452700,312500,871900,498500,980000,890000,1791600
"3070",1287300,1050400,451200,442100,315600,910500,514400,975000,884800,1855100
"3071",1290100,1167000,498100,466100,337100,939800,519000,981500,861500,1909300
"3072",1276500,1041400,429700,432100,304100,875700,515000,948400,870800,1856300
"3073",1267000,1087100,425900,429700,296200,885200,511900,952800,862000,1859700
"3074",1278500,1048400,442800,442100,311400,913400,514400,975300,888700,1887800
"3075",1302200,1149600,477100,455100,335900,922200,521000,988100,881700,1935200
"3076",1276400,1041400,429800,432300,304300,875900,515000,948200,870800,1856200
"3077",1250800,1090100,426500,424700,300900,875700,508600,961700,870800,1860800
"3078",1254900,1043400,420700,428100,291800,859900,508300,962700,882400,1869000
"3079",1305000,1171100,484200,465300,339800,941000,526000,990800,877200,1954200
"3080",1278000,1048100,442500,441700,311100,913000,514300,975200,888600,1887900
"3081",1305300,1171600,484500,465400,339800,940800,526000,990800,877500,1954400
"3082",1249200,1020200,407900,419000,277700,842500,501300,942600,857500,1797700
"3083",1255100,1043700,421000,428400,292000,860100,508500,963100,882600,1869300
"3084",1259400,1087900,411800,427800,288500,863400,509400,942400,854400,1827300
"3085",1278200,1030500,438300,437200,304900,908200,518000,967200,877800,1854400
"3086",1249400,1020900,408000,419200,277600,842800,501500,942900,857900,1798400
"3087",1251000,1090200,426600,424600,300700,875700,508500,962000,870900,1861400
"3088",1299800,1123600,472200,447700,325400,914500,517400,983800,873400,1898800
"3089",1278200,1031200,438500,437300,305000,908400,518100,967400,877900,1854400
"3090",1305800,1171900,484900,465600,340000,941200,526000,991200,878000,1954800
"3091",1289800,1165500,498100,466200,336900,940100,518800,981600,861800,1908800
"3092",1257500,1031400,429300,425600,308600,885500,506200,939500,866400,1817600
"3093",1306100,1172500,485100,465800,340400,941500,526000,991400,878400,1954900
"3094",1246100,982300,411400,440300,295800,844000,496800,968100,886300,1872000
"3095",1278300,1047700,442800,441800,311200,912700,514500,975100,889100,1888700
"3096",1306900,1185300,494300,470000,342700,951800,532300,992800,875900,1947000
"3097",1250900,1090100,426700,424600,301200,875800,508700,962100,871100,1862500
"3098",1257300,1030000,428900,425300,308600,885000,505900,939100,866100,1818100
"3099",1249700,1020300,407800,419000,277700,842200,501300,942900,857700,1798600
"3100",1255100,1043800,421200,428600,292300,860000,508500,963400,882600,1868300
"3101",1276500,1040800,429600,432000,304400,875800,514900,948400,870700,1856800
"3102",1259900,1087000,411500,427400,288700,862600,508900,942200,853700,1826800
"3103",1286600,1049600,450900,441700,315300,909800,514400,974100,884400,1854900
"3104",1307400,1185500,494500,470300,342800,952200,532200,993100,876200,1947200
"3105",1262200,1061500,426100,433200,289800,873500,514300,971300,881700,1896400
"3106",1288900,1166200,497600,466100,336400,939300,518600,981100,860600,1908300
"3107",1249100,1020400,408000,419000,278000,842100,501200,942900,857700,1798300
"3108",1300800,1125300,472600,448200,325600,915600,517700,984800,874100,1899300
"3109",1257300,1031100,428900,425400,308400,885500,505800,939200,866000,1819000
"3110",1255900,1044800,421500,428800,292800,860000,508700,963300,882800,1867900
"3111",1259200,1085400,411600,427600,289100,862100,508900,941900,853400,1826600
"3112",1302500,1149400,477300,455600,336200,921700,521500,987900,881600,1935500
"3113",1276400,989600,407600,453000,313500,872100,498600,980000,890900,1792200
"3114",1249400,1020800,408300,419200,278200,842500,501500,942900,857900,1798700
"3115",1278300,1031900,438900,437500,305300,908900,518400,967600,877600,1855000
"3116",1257600,1031400,428900,425400,308400,885400,506000,939400,866300,1820000
"3117",1302200,1148900,477000,455500,335900,921600,521500,988100,881400,1935700
"3118",1307200,1185300,494700,470200,342800,952000,532600,993100,876600,1948300
"3119",1299900,1125700,472400,447900,325300,915500,517700,984700,874400,1899600
"3120",1288900,1166000,497700,466000,336200,938800,518300,980000,860500,1907800
"3121",1276100,1039600,429700,431900,304300,875100,514600,948400,870900,1858300
"3122",1249900,1021700,408400,419200,278500,842600,501700,943000,858100,1798800
"3123",1306200,1172000,485000,465800,340700,940300,525900,991200,878200,1955400
"3124",1256700,1042800,420800,428600,292200,859300,508400,963300,882900,1867400
"3125",1282900,1056500,451300,434600,315600,897500,509700,973100,881200,1867500
"3126",1286700,1049900,451100,441800,315100,910000,514200,974600,884900,1854500
"3127",1249800,1021700,408300,419200,278600,842400,501600,942800,857900,1798600
"3128",1288700,1164900,497500,465700,336100,938500,517900,980000,860200,1907000
"3129",1262300,1061900,425700,432700,289900,872900,514200,971200,880400,1896300
"3130",1246400,986900,412100,441100,296300,844900,497900,968400,886700,1872200
"3131",1257500,1030900,428900,425400,308200,885700,505800,939700,866300,1819900
"3132",1250300,1088500,426000,424400,300400,875800,508500,962000,870700,1861300
"3133",1299700,1125600,472500,448000,325400,915000,518000,984900,874200,1900000
"3134",1257100,1044000,421000,428600,292500,859700,508500,963600,882700,1867200
"3135",1276600,993300,407700,453200,313200,871700,499000,979500,890100,1793700
"3136",1299700,1126200,472200,447900,325400,915300,517900,984600,874200,1900400
"3137",1275900,1038100,429500,431800,304100,875100,514000,948300,870600,1856800
"3138",1247100,986400,412200,441100,296300,845000,498000,968600,886900,1872300
"3139",1257600,1032400,428900,425300,308300,885800,505900,939800,865900,1820900
"3140",1258600,1084700,411900,427800,289100,861900,508700,941800,853400,1827700
"3141",1302300,1149000,476900,455300,335600,921100,521700,987900,880800,1934700
"3142",1250700,1087700,426000,424200,300000,876200,508400,962200,871000,1861700
"3143",1257700,1033400,429000,425500,308600,885900,505900,939900,866000,1821300
"3144",1305700,1171000,485000,465700,340700,939900,526100,990800,877600,1953800
"3145",1288600,1165600,497300,465800,336100,938600,517500,979800,860300,1907000
"3146",1307200,1185400,494500,470100,342900,951800,532500,992700,876400,1947800
"3147",1299800,1125900,472200,448000,325500,915400,517800,985000,874200,1900500
"3148",1279600,1033800,439200,437900,305600,909400,519300,967900,879000,1855800
"3149",1268400,1086500,426000,429700,295700,885600,511900,953800,863500,1861100
"3150",1256900,1044100,421000,428700,292500,859500,508400,963700,882700,1867200
"3151",1276700,992700,407700,452800,313100,870900,498900,979900,889900,1801900
"3152",1261700,1058200,424800,432200,289700,872500,513700,971200,880100,1895900
"3153",1257500,1032100,428900,425700,308700,886000,505900,939600,866500,1821300
"3154",1278200,1047900,442600,441700,311000,912400,514600,976000,889100,1889500
"3155",1257400,1084600,411600,427800,289100,860900,508600,941500,852900,1828000
"3156",1267700,1085800,425300,429100,294900,885000,511700,953800,862900,1860600
"3157",1305000,1171200,484800,465600,340700,939700,526100,990600,877300,1953400
"3158",1279000,1048500,442700,441600,311000,912500,514800,976400,889800,1891100
"3159",1250300,1023800,408700,419600,278900,843200,501900,942800,858300,1799300
"3160",1247600,987000,412500,441100,296900,844700,498300,968900,886900,1872500
"3161",1289000,1166300,497600,466100,336300,939000,517800,979700,860700,1907400
"3162",1257300,1044600,421200,428800,292800,859900,508600,963900,882700,1866000
"3163",1283400,1060400,451200,434800,315200,897400,509800,973800,881600,1868000
"3164",1286000,1048200,450500,441300,314100,909200,513800,973800,884000,1853700
"3165",1302000,1148400,477200,455300,335700,920400,521400,987400,879700,1934300
"3166",1299400,1125300,472100,447800,325300,915300,517600,984800,874000,1900000
"3167",1261500,1057900,424800,432300,289600,872500,513700,971000,879800,1895700
"3168",1250800,1088100,426100,424100,300100,876000,508300,961600,870900,1860500
"3169",1257500,1034600,429000,425800,308700,886300,506000,939900,866900,1821300
"3170",1250500,1023100,408700,419600,279100,843200,501800,942600,857900,1799600
"3171",1299000,1124100,471900,447800,325100,914500,517300,984200,873400,1900100
"3172",1298800,1123800,471800,447800,325100,914200,517100,983900,872900,1899200
"3173",1279200,1033400,438900,437900,305100,909400,519000,967600,879300,1856500
"3174",1247500,987500,412300,441200,296900,844900,498300,968800,886600,1872500
"3175",1257900,1083600,411700,428100,289100,862100,508700,941800,853000,1828000
"3176",1250400,1022600,408600,419500,279100,842700,501700,942100,857700,1797900
"3177",1261400,1058100,424800,432100,289600,872500,513800,970900,879800,1895800
"3178",1267700,1085300,425400,428700,295000,885000,511600,954000,863100,1860100
"3179",1258000,1032900,428800,425600,308500,886500,506000,939900,866700,1818800
"3180",1277000,992800,407700,452900,313200,870000,498900,979800,889900,1800300
"3181",1302000,1149900,477300,455400,335600,920800,521400,987300,880000,1934300
"3182",1298300,1123100,471800,447500,325100,913500,516900,983300,872400,1899200
"3183",1306700,1185100,494500,470200,343200,950600,532100,992000,876100,1947400
"3184",1298100,1122600,471500,447400,325000,913100,516900,983300,872300,1898700
"3185",1257600,1032300,428600,425400,308400,886000,505700,939800,866700,1818500
"3186",1278800,1048100,442800,441800,311200,912400,515100,976300,889900,1890700
"3187",1285600,1047400,450500,441100,314300,908600,513700,974100,884100,1853800
"3188",1261100,1057800,424600,432100,289400,872500,513700,970500,879500,1895900
"3189",1257600,1045000,420600,428700,292700,859700,508600,963700,882600,1865400
"3190",1275000,1037200,429200,431600,304200,875200,514300,947900,870400,1855900
"3191",1302000,1147800,476900,455400,335300,920800,521200,987300,879700,1934400
"3192",1250600,1087700,425800,424000,299900,876000,508300,961800,870700,1859500
"3193",1288200,1164000,496800,465800,336100,938900,517400,979400,860300,1906200
"3194",1258400,1033300,428800,425600,308600,886500,505900,940100,866900,1818400
"3195",1257300,1044600,420600,428800,292700,859800,508700,963600,882600,1864700
"3196",1307100,1184900,494300,470100,342800,950800,531900,992000,876100,1947900
"3197",1277000,992600,408700,452600,313200,870700,499000,980200,889800,1797900
"3198",1250500,1024600,408600,419600,279000,843400,501500,941800,857900,1797500
"3199",1301800,1147900,476600,455000,335300,920100,521100,987100,879200,1934000
"3200",1257500,1044100,420900,429000,292800,859900,508900,963700,882800,1864500
"3201",1258700,1033400,428900,425500,308700,886700,506200,940100,867000,1819500
"3202",1260800,1059500,424400,432100,289600,872900,514000,970900,879700,1897400
"3203",1283400,1061200,451800,435000,315400,897400,509700,974000,881600,1867500
"3204",1259300,1034000,429100,425800,309000,887100,506500,940200,867200,1819900
"3205",1285700,1047100,450500,441000,314000,908500,513900,974000,884200,1853800
"3206",1250400,1087800,425900,424000,300000,876000,508400,961700,870700,1859100
"3207",1267300,1086200,425700,428800,295400,885200,511500,953300,862700,1861000
"3208",1260900,1058800,424200,431900,289500,872700,513900,970800,879800,1896300
"3209",1259000,1033500,429200,425700,308900,886800,506300,940100,867100,1819900
"3210",1273900,1036800,428800,431300,303600,875000,514100,947900,870300,1854200
"3211",1258800,1083100,412400,428800,290400,862700,509300,941900,853300,1829000
"3212",1248600,995000,412400,441500,297500,845900,499400,969300,887400,1873000
"3213",1288800,1165100,497300,465800,336100,939600,517800,979600,860400,1907400
"3214",1261000,1058800,424100,431800,289400,872300,513800,970300,879600,1895700
"3215",1248300,995000,412300,441500,297300,845800,499400,969100,887300,1873700
"3216",1276900,992600,408400,452700,313500,871700,498900,980800,889600,1797500
"3217",1282800,1058000,451700,434900,315300,897400,509700,973400,881800,1867000
"3218",1275200,1037300,429000,431600,304100,875600,514600,948200,870800,1856500
"3219",1250900,1023300,408500,419700,279100,842900,501200,942100,858000,1797300
"3220",1250300,1089000,425500,423700,299500,876000,508600,962000,870900,1858400
"3221",1306600,1184400,494400,470100,343000,950800,532100,992200,876000,1948100
"3222",1275900,1039500,429400,431800,304500,876100,514700,948700,871100,1857700
"3223",1278300,1047400,442300,441700,311000,912000,514700,976200,889500,1890600
"3224",1260300,1056800,423900,431700,289100,871700,513600,970200,879200,1896700
"3225",1267600,1087000,425900,429100,295500,885000,511500,953800,862900,1861800
"3226",1279700,1031500,438300,437200,304300,909000,518800,967700,879100,1856800
"3227",1260300,1083900,413100,429700,290800,864100,509900,942500,853900,1830000
"3228",1277200,991500,408400,452500,313500,872600,498700,981100,889500,1796900
"3229",1260000,1055900,423600,431500,288900,871300,513500,970200,879300,1894800
"3230",1267700,1087600,425900,429000,295700,885000,511500,953700,863000,1862200
"3231",1298900,1123100,472100,447700,325500,914400,517600,983700,872400,1898800
"3232",1258200,1032000,429000,425300,308400,886100,505700,940100,867300,1819700
"3233",1259600,1083900,412500,429100,290400,863600,509500,942400,854400,1829800
"3234",1257300,1043800,420600,428800,292700,859800,508900,963400,882800,1863200
"3235",1306400,1184500,494100,470100,342800,950400,532000,991800,875700,1948100
"3236",1286100,1048000,450800,441100,314400,908400,513900,974700,884600,1853500
"3237",1257900,1032900,429200,425500,308500,886200,505900,939800,867900,1819700
"3238",1277800,990800,408900,452900,313500,872700,498800,981000,890300,1797500
"3239",1258200,1033100,429000,425400,308300,886100,505800,939600,867700,1819100
"3240",1288900,1164300,497000,466100,336300,939800,518500,979400,860400,1907400
"3241",1302200,1147200,476900,454900,335300,920500,520800,987200,878300,1934600
"3242",1278000,1047700,442100,441100,310800,911600,514600,976200,889100,1890900
"3243",1257800,1032600,429100,425300,308300,886300,506000,939500,867600,1819200
"3244",1257300,1043400,420600,428900,292400,860200,509100,963600,882800,1862900
"3245",1298800,1123000,472300,447700,325400,914200,517500,983800,872300,1898900
"3246",1286300,1049100,450800,441300,314600,908600,514300,974900,884800,1854500
"3247",1260300,1056300,424000,431600,288500,871200,513700,969900,879300,1895200
"3248",1258500,1081300,411800,428700,289000,862500,508600,942300,853600,1829000
"3249",1247400,992000,411600,441100,297100,846100,499200,969200,887100,1873700
"3250",1249700,1021500,408000,419600,279500,842100,500900,940800,856700,1796000
"3251",1306400,1184700,494100,470100,342800,950500,532100,991700,875500,1949400
"3252",1259000,1081500,411600,428500,289800,862700,508800,942500,854200,1828700
"3253",1250400,1087900,425500,423900,299900,875400,508600,961700,869800,1859300
"3254",1304800,1170400,484300,465500,340400,938800,526200,991100,878500,1953300
"3255",1258400,1033300,429300,425400,308500,886600,506200,939400,867400,1819800
"3256",1288900,1163800,496600,465900,336200,939400,518300,979600,860600,1906500
"3257",1277500,1048400,441600,441000,310000,911500,514400,975800,888600,1890100
"3258",1283600,1060200,452200,435000,315000,898000,510400,974100,882000,1869000
"3259",1257700,1042500,420500,428900,292100,860400,508800,963500,882800,1862600
"3260",1288600,1165400,496600,466000,336200,939100,518200,979500,860500,1906400
"3261",1258100,1032000,429000,425100,308300,886000,506000,939200,867400,1818000
"3262",1284100,1059500,452300,435200,315000,898100,510700,974300,882100,1869400
"3263",1301900,1147000,476700,454700,335100,920400,520900,987200,878100,1935400
"3264",1249300,1022100,408200,419300,279600,842200,500700,940800,856600,1796700
"3265",1305100,1170400,484200,465300,339900,938700,526200,991000,878700,1953900
"3266",1298900,1122800,472400,447700,325500,914600,517500,984100,872900,1900100
"3267",1260000,1056600,424200,431600,288700,871100,513700,969600,879400,1893500
"3268",1301600,1147100,476600,454900,334900,920000,520900,987200,878000,1934300
"3269",1267800,1087300,425500,428500,295600,884600,510900,953500,863200,1861300
"3270",1285700,1047500,450500,440600,314300,908000,514300,974000,884000,1854000
"3271",1257500,1033200,429100,425000,308000,886000,506300,939400,867200,1818300
"3272",1249100,1021700,408000,419100,279300,841700,500700,940800,856300,1796700
"3273",1276600,988400,408300,452900,313500,871200,498500,980700,890200,1798800
"3274",1277800,1048300,441900,440900,310100,911700,514500,975900,888600,1889700
"3275",1259800,1056700,424200,431300,288600,871300,513800,969700,879800,1894800
"3276",1284800,1056500,452500,435400,315000,898500,511000,975000,882400,1870200
"3277",1257000,1031700,428900,424700,307500,885900,506200,939200,866900,1816800
"3278",1298400,1122100,472100,447300,325400,914200,517400,983800,872800,1899500
"3279",1279600,1030700,438100,437300,304000,908800,518600,968400,879900,1859100
"3280",1256700,1032100,428900,424500,307600,885900,506100,939200,867100,1816700
"3281",1249000,1021300,407900,419100,279200,842000,500600,941000,856000,1796800
"3282",1285500,1046400,450400,440600,314200,907600,514000,974000,884100,1854200
"3283",1250700,1089200,425300,424200,300200,875000,508500,961500,869500,1860300
"3284",1276700,989200,408400,453100,313300,871200,498500,981200,890900,1799000
"3285",1248400,990200,412000,441600,297100,846200,499200,969200,886800,1873700
"3286",1259400,1055500,424000,431400,288600,871000,513600,969400,879600,1895000
"3287",1248900,1021800,408000,419200,279500,841200,500700,940900,855700,1796800
"3288",1250700,1088600,425100,423900,299800,874700,508100,961400,869300,1860500
"3289",1305000,1170500,484000,464800,339900,938600,526000,990500,878300,1953200
"3290",1258200,1041900,420700,429100,292500,860100,508800,963500,882900,1862100
"3291",1277600,1048900,441800,441000,310100,912000,514700,975900,888200,1889800
"3292",1248300,989800,411900,441800,297100,846100,499000,968900,886600,1872700
"3293",1298600,1122000,472100,447300,325400,914100,517200,984100,873100,1899100
"3294",1256700,1031600,429100,424400,307500,885300,506100,938800,866400,1816500
"3295",1276700,988700,408000,453000,312800,871100,498400,980900,890600,1799100
"3296",1288000,1163400,496400,465800,336200,938700,517900,979100,859900,1904500
"3297",1247800,989700,411900,441700,297300,845800,498900,968700,886400,1871900
"3298",1305400,1184100,493400,469900,342400,950100,532200,991100,875000,1949100
"3299",1278800,1030200,438000,437400,304300,908400,518800,967600,880300,1859000
"3300",1249500,1022900,408300,419500,279900,842100,500800,940900,856300,1797600
"3301",1301500,1147900,476400,454600,334400,920500,521000,986700,877300,1934500
"3302",1250400,1087400,424600,423800,299900,874500,508100,961300,869300,1860400
"3303",1277600,1048600,441600,440800,309700,911900,514700,975800,888300,1889300
"3304",1258900,1082800,412000,428500,289500,864800,509400,942300,853900,1827600
"3305",1258000,1040200,420300,428900,292100,859600,508700,963500,882900,1861000
"3306",1301600,1147800,476300,454600,334100,920900,521000,986700,877300,1934700
"3307",1285200,1050100,453300,436000,315900,898700,511000,975600,883600,1871400
"3308",1259600,1055500,424100,431500,288700,870900,513700,969300,879400,1895800
"3309",1277700,1049500,441700,440700,310000,911900,514800,976000,888500,1889600
"3310",1256000,1030300,429000,424400,307900,885400,505600,938900,866100,1815600
"3311",1304900,1170800,484000,464700,339800,938500,526200,990600,877600,1953500
"3312",1249700,1024200,408700,419600,279600,842600,501300,940800,856500,1798800
"3313",1279300,1028200,437900,437300,304400,908200,518100,967500,880400,1859700
"3314",1259400,1056100,424100,431800,289200,870700,513700,969500,879500,1895400
"3315",1258000,1040300,420200,429000,292000,859800,508400,963600,882800,1860200
"3316",1301900,1148200,476600,454500,334200,921200,521200,986900,877700,1935700
"3317",1285500,1051000,453100,436000,315800,898600,510800,975300,883700,1871400
"3318",1249500,1025000,408900,419700,279900,842800,501600,941100,856500,1799600
"3319",1305800,1183700,493300,469600,342400,949400,532000,990800,875000,1949600
"3320",1249900,1026200,409000,419900,280000,843000,501700,941200,856200,1799800
"3321",1304600,1170200,483700,464800,339700,938100,526200,990400,877100,1953700
"3322",1285000,1044400,449900,440300,313200,906500,513500,973300,883800,1853300
"3323",1248300,989300,412300,442100,297200,846000,499000,968700,887000,1873000
"3324",1285100,1043300,449700,440000,313100,906400,513200,972800,883600,1852800
"3325",1299100,1120900,472300,447500,325600,914200,517200,984400,872900,1898300
"3326",1285200,1044100,449900,440200,313300,906500,513400,973400,883900,1853000
"3327",1274600,1037200,428100,431400,303700,874500,514400,948200,871100,1857800
"3328",1279400,1029300,437900,437400,304800,909200,518300,967900,880200,1860700
"3329",1256200,1030500,428900,424300,307800,885100,505600,939000,865100,1816700
"3330",1266700,1087600,424900,427400,294500,883900,511400,953600,862300,1860100
"3331",1250000,1026600,409000,420200,280000,843000,501700,941800,856200,1800600
"3332",1258000,1040400,420200,429200,291900,860100,508500,963500,882900,1859700
"3333",1259100,1082600,411700,429000,289300,864600,508700,942100,853600,1827400
"3334",1250500,1087300,424800,423900,299700,873100,508000,960900,869800,1859700
"3335",1276100,989600,408200,452600,312900,871500,498300,980700,890100,1799300
"3336",1301900,1148700,477000,454300,334500,921000,521500,986800,877700,1935500
"3337",1305800,1183500,493500,469800,342500,949300,531900,991000,875000,1949500
"3338",1298900,1121100,472000,447400,325700,914100,517200,984300,873000,1898300
"3339",1248500,988900,412500,442400,297400,846300,499100,968900,887200,1873000
"3340",1288300,1163500,496200,465500,335900,938000,518200,979400,860200,1904500
"3341",1249900,1026500,409200,420300,280000,843100,501500,941400,856000,1799900
"3342",1259500,1055700,424000,431800,288600,870200,513800,969500,879000,1892900
"3343",1249700,1026700,409100,420200,279900,842900,501600,941500,855900,1799700
"3344",1266200,1087300,425000,427300,294300,884100,511300,953900,862500,1859900
"3345",1279800,1028400,438100,437500,305400,908800,518200,967900,880100,1859300
"3346",1285300,1049300,452700,435600,315600,898600,510800,974900,883400,1871100
"3347",1288800,1163000,496400,465700,336000,938600,518200,979500,860600,1904800
"3348",1277400,1049400,442000,440400,310100,912300,515000,976300,889200,1890700
"3349",1258500,1083300,410900,428300,289000,864300,508600,941800,853200,1826400
"3350",1305600,1183000,493000,469900,342900,949100,531800,991000,875000,1950600
"3351",1298400,1119500,471700,447000,325300,913500,516800,983900,872900,1897400
"3352",1255900,1029600,428700,423800,307600,884800,505000,939000,864900,1817400
"3353",1255900,1030400,428600,424000,307900,885300,505300,939100,865000,1818400
"3354",1274000,1036900,428300,431400,303800,874400,514200,948200,871200,1857500
"3355",1304500,1183000,492900,469900,342800,948800,531600,990800,874800,1949600
"3356",1298300,1119000,471500,446900,325100,912900,517000,983500,872400,1896400
"3357",1276300,990300,408100,452600,312900,870500,498200,981400,889900,1798800
"3358",1248400,987900,412200,441900,297100,846100,498900,968900,887200,1873200
"3359",1260100,1056000,423800,431800,288600,870400,513600,969100,878800,1892500
"3360",1258000,1040200,420700,429500,292100,860200,508500,963600,883000,1861800
"3361",1285800,1043300,453400,435700,315900,898900,510800,975300,883900,1873200
"3362",1273600,1036600,428100,431200,303400,873800,513800,947600,870600,1856200
"3363",1277500,1050800,442200,440500,310200,912100,514700,975900,889000,1890000
"3364",1255700,1028600,428600,423700,307600,884900,505000,939000,864400,1819200
"3365",1257900,1082000,410800,427800,289100,864400,507600,941500,853100,1826800
"3366",1248400,986700,412200,441500,297000,846000,498600,968900,886700,1873800
"3367",1255500,1029900,428700,423800,307800,885000,505100,939100,864600,1820000
"3368",1276300,990700,408100,452600,312900,870800,498200,981300,889800,1799500
"3369",1298500,1117300,471800,447200,325100,913100,516800,983600,872000,1897100
"3370",1266400,1088200,425300,427500,294900,884300,511500,953900,862700,1859300
"3371",1248000,985200,411900,441200,297000,845900,498400,968800,886600,1873200
"3372",1260200,1056000,423900,432000,288700,870400,513700,969300,879200,1892600
"3373",1256100,1030900,428600,424000,307900,886000,505300,939600,864900,1819600
"3374",1273900,1036900,428100,431500,304000,873500,514000,947800,871400,1856200
"3375",1250900,1029300,409200,420600,280200,843800,501800,941500,856800,1800000
"3376",1289000,1164700,496600,465700,336000,938700,518100,979800,861000,1905600
"3377",1258100,1082700,411300,428500,289500,865600,508000,942300,853600,1827500
"3378",1285700,1039800,453100,435900,316300,899300,510800,975200,883800,1873100
"3379",1276400,990600,408000,452700,312500,870300,498300,981900,890000,1799900
"3380",1248300,982600,412100,441600,297300,845900,498200,968600,886400,1873600
"3381",1303500,1169200,483500,464700,340000,937600,526400,990100,877200,1953800
"3382",1304500,1181700,492500,469300,342200,948500,531200,990600,874300,1949600
"3383",1258000,1039200,420500,428900,291900,860100,508500,963500,883600,1861400
"3384",1277400,1052200,442900,441700,312000,912800,515000,976500,889500,1891700
"3385",1274700,1037700,428500,431700,304000,873700,514200,947700,871600,1855900
"3386",1260800,1055800,424400,432600,288800,870500,513900,969900,878900,1894400
"3387",1289600,1166600,496900,466100,336500,939200,518500,979800,861300,1905200
"3388",1279200,1033200,438600,437400,306000,909200,518700,968000,880100,1860000
"3389",1284700,1043100,448500,440000,312700,905600,512900,973200,884000,1853100
"3390",1275800,991000,408000,452500,312400,870000,498300,981600,889800,1798800
"3391",1256600,1028600,428800,424400,307800,886400,505200,939600,865100,1820600
"3392",1275800,990100,408000,452500,312500,869600,498200,981400,889700,1799300
"3393",1304100,1181500,492500,469100,342000,948600,531000,989700,874000,1949400
"3394",1289100,1165500,496900,466100,336600,939400,518700,979700,861000,1904800
"3395",1280000,1033500,439000,437800,306700,909400,518700,968300,880100,1860000
