"BRK.B","CELG","DOW","EMR","HAL","MA","MRK","PEP","PM","SPG"
"12196",1288900,984300,415900,456500,316200,883800,502100,989700,898900,1849100
"12197",1293700,1100400,465700,444500,326700,904900,514100,976000,870500,1873200
"12198",1280700,1060400,448300,440400,310000,911400,517900,976300,889700,1847600
"12199",1265900,1016200,438200,434600,308100,896400,509400,967300,882700,1854700
"12200",1258900,1019300,426400,430200,308000,882600,509500,936000,860200,1839200
"12201",1258000,1019000,426300,430000,308000,882400,509300,935700,859700,1838700
"12202",1255200,1090500,415000,427400,285500,856700,508500,940800,859300,1816800
"12203",1274400,1010400,450400,435000,311700,898100,509900,972000,886600,1861000
"12204",1311800,1163000,483500,463600,331900,932000,524400,994800,877400,1950100
"12205",1289100,1069400,446200,440900,320200,915500,520800,962200,881000,1875900
"12206",1248200,1016000,416600,431300,289400,845600,499600,956500,873100,1851100
"12207",1266000,970300,416100,446100,304900,840100,492300,977300,895400,1866900
"12208",1254900,1060500,418400,430200,294100,862000,508700,940600,856900,1826400
"12209",1266100,1083300,431500,430000,300300,876000,513200,958900,867700,1870000
"12210",1254600,1055300,422600,429800,287500,866200,513300,961900,871200,1888800
"12211",1289000,984700,415700,456500,316200,884000,502200,989800,899000,1849800
"12212",1247900,1015500,416000,431000,288800,844600,499300,956200,872800,1851500
"12213",1293100,1100100,465600,444400,326500,904600,513900,975800,870100,1873000
"12214",1247300,1074100,423900,425400,295300,873300,511400,963300,871000,1859700
"12215",1280700,1060900,448600,440300,310000,911400,518000,976400,889800,1847800
"12216",1255300,1090200,415000,427400,285600,856400,508400,940300,859500,1816400
"12217",1255000,1060300,418400,430300,294200,862100,508700,940900,857400,1826000
"12218",1292800,1099500,465500,444300,326400,904200,513800,975800,870100,1872500
"12219",1254300,1054800,422500,429600,287300,865700,513100,961600,870800,1887300
"12220",1296600,1164700,494400,470000,344200,938800,521100,979300,860800,1908300
"12221",1265300,1015900,438000,434300,308000,896000,509400,967100,882500,1854200
"12222",1247400,1014500,416200,430800,288900,844600,498900,956400,873000,1850100
"12223",1274100,1010500,450400,434800,311800,897900,509900,971600,886700,1859800
"12224",1265200,1015400,437800,434200,307900,895600,509400,967100,882300,1853600
"12225",1258500,1019700,426400,429900,307700,882500,509500,935800,859700,1838600
"12226",1255500,1091100,415000,427700,285600,856400,508600,940800,859900,1817800
"12227",1305600,1178200,495400,468500,344000,947300,530900,993600,877000,1965800
"12228",1254200,1054900,422500,429800,287300,865800,513200,961400,870600,1887300
"12229",1246500,1073300,423600,425200,295300,872900,511300,962900,870700,1858100
"12230",1289100,984500,415600,456500,316200,884000,502100,989800,899000,1850100
"12231",1256300,1090300,415200,427800,285800,857100,508900,941300,860300,1818600
"12232",1293800,1121500,462500,446600,328000,921300,517100,975000,868600,1918800
"12233",1281000,1060300,448900,440600,310000,911900,518200,976300,889800,1847100
"12234",1254800,1060000,418300,430100,294200,862000,508700,940900,857300,1826900
"12235",1296500,1164400,494200,469900,344000,938200,520900,979100,860400,1907300
"12236",1259200,1020300,426600,430300,308000,883200,509700,936100,860100,1839200
"12237",1265700,969700,416000,446100,304900,840100,492200,977400,895000,1867200
"12238",1305400,1178200,495400,468500,344000,946700,530600,993400,876500,1966100
"12239",1288900,1069100,446200,440800,320000,915200,520600,962200,880600,1875100
"12240",1259600,1021400,426800,430300,308100,883500,509700,936300,860200,1840000
"12241",1288800,1068900,446200,440800,320000,915100,520600,962100,880500,1875100
"12242",1305000,1177800,495300,468400,343800,946300,530600,993400,876500,1965600
"12243",1272300,1017600,418100,428500,295300,858000,508600,954500,872100,1860900
"12244",1254100,1055200,422600,430000,287300,866000,513200,961600,870500,1887000
"12245",1293000,1121400,462400,446200,327900,920800,517100,974800,868200,1917900
"12246",1264500,1015600,437800,434000,307800,895000,509300,966800,882200,1853100
"12247",1265800,968800,416200,446200,305000,840200,492200,977600,895100,1866700
"12248",1289400,984500,415500,456700,316200,883900,502100,989800,899100,1851000
"12249",1281600,1060500,448600,440600,310000,912100,517900,976700,889800,1847600
"12250",1254900,1060400,418200,430000,294200,862200,508800,941000,857500,1827400
"12251",1263600,1014800,437900,433800,307600,894900,509100,967000,881900,1852700
"12252",1254000,1055000,422600,429800,287100,865800,513200,961500,870400,1887000
"12253",1289000,1068800,446100,440800,320000,915100,520600,962100,880500,1875100
"12254",1273800,1010400,450400,434700,311800,898100,509900,971900,886600,1859600
"12255",1292900,1121200,462500,446300,327800,920600,517100,975000,868200,1917500
"12256",1282000,1060700,448600,440800,310000,912300,518000,976700,890000,1847100
"12257",1292600,1099000,465400,444200,326600,904300,513800,975800,870200,1873200
"12258",1272900,1018800,418700,428700,295700,858600,508700,954800,872300,1861400
"12259",1259500,1021600,426700,430400,308100,883300,509700,936300,860200,1840600
"12260",1247100,1015200,416100,431000,289000,844600,499200,956100,872900,1851400
"12261",1311600,1162700,483600,463500,332000,932300,524400,994900,876900,1949900
"12262",1266000,1083400,431700,430100,300400,876600,513300,959400,867800,1869600
"12263",1265900,967600,416100,446200,304800,840000,492300,977600,895100,1866700
"12264",1281600,1060200,448500,440700,310000,912000,517900,976700,889700,1846900
"12265",1246400,1073200,423600,425000,295000,872900,511100,962900,870800,1858500
"12266",1273600,1019300,419000,428900,295900,859300,509100,955000,872500,1861900
"12267",1292900,1099100,465400,444400,326700,904200,513900,976000,870400,1873400
"12268",1281500,1059700,447900,440700,309900,911700,517800,976400,889600,1846600
"12269",1258400,1092700,415600,428400,286400,858800,509600,941800,861500,1820700
"12270",1247000,1015300,415900,431000,288900,844400,498900,956100,873000,1851000
"12271",1304100,1177000,495100,468300,343700,946200,530500,993200,876200,1964800
"12272",1292400,1098300,465400,444300,326700,904000,513800,975500,870100,1872400
"12273",1281600,1059500,448300,440600,310000,912100,518000,976600,889700,1846800
"12274",1263500,1013900,437800,433700,307800,895300,509200,966500,882000,1852100
"12275",1259600,1021000,426800,430700,308200,883200,509600,936400,860100,1840000
"12276",1274200,1020000,419200,429000,295900,859600,509300,955300,872600,1862300
"12277",1246400,1072100,423500,425000,295100,873000,510900,963200,870900,1858300
"12278",1265400,966800,415900,446100,304600,839600,492200,977400,895100,1868400
"12279",1292200,1098000,465100,444200,326600,904000,513700,975400,870100,1872100
"12280",1288200,1065500,446000,440900,319800,915100,520400,962100,880500,1874600
"12281",1293500,1121900,462700,446300,327900,920900,517500,975000,868000,1917800
"12282",1246300,1014900,415900,431000,288900,844100,499100,956000,873000,1851200
"12283",1289400,985100,415900,456700,316200,884100,502200,990100,899400,1850600
"12284",1263300,1014300,437500,433700,307600,894700,509100,966400,882600,1851800
"12285",1254600,1058200,417900,429700,294000,861400,508300,940500,856900,1827700
"12286",1259300,1020000,426700,430600,308100,882600,509400,936500,860200,1839800
"12287",1296900,1164200,494300,469700,344300,938300,520900,978700,860400,1906700
"12288",1304400,1176900,495200,468300,343600,946400,530300,993000,876100,1965100
"12289",1274800,1011700,450000,435000,311900,898300,510000,972600,887600,1861300
"12290",1246600,1013800,415800,430800,288800,843800,498900,955700,872800,1851200
"12291",1263700,1014400,437700,433800,307600,895200,509200,966800,882700,1852200
"12292",1282000,1059800,448100,440800,310000,912200,518000,976600,890100,1847400
"12293",1304100,1176700,495000,468100,343600,945800,530100,992800,875700,1964100
"12294",1311300,1162700,483600,463400,332100,931900,524400,994800,876800,1949300
"12295",1292100,1098000,465200,444100,326500,903900,513300,975600,870100,1871700
"12296",1257900,1092500,415600,428400,286400,858300,509400,941500,861500,1821600
"12297",1246200,1071400,423500,425000,294800,872800,510600,962900,870800,1858500
"12298",1296800,1164400,494300,469800,344400,938400,521000,978800,860600,1906500
"12299",1258200,1093100,415800,428600,286400,858800,509700,941700,861600,1823100
"12300",1275400,1012700,450000,435300,312100,899300,510300,972800,887600,1861100
"12301",1259600,1021100,426800,430400,308100,883100,509700,936900,860200,1839800
"12302",1288400,1065500,445900,441100,319800,914900,520300,962300,880700,1875100
"12303",1246100,1013700,415700,430800,288700,843500,498500,955600,872700,1851400
"12304",1259500,1094400,415900,428900,286600,859300,510200,942000,862300,1823600
"12305",1254700,1057900,418000,429600,294100,861200,508300,940200,856700,1827200
"12306",1266500,1083400,431700,430500,300500,876600,513200,959700,867800,1870100
"12307",1264200,1014800,437900,433800,307700,895600,509500,967200,882700,1852700
"12308",1253600,1057300,417900,429500,294100,861000,508100,940000,856400,1826900
"12309",1275000,1022000,419500,429200,295900,860300,509700,955700,873400,1862800
"12310",1303900,1176500,494800,468000,343400,946000,530000,992700,875800,1964000
"12311",1259000,1093500,415900,428800,286400,858700,509800,941700,862100,1824600
"12312",1258200,1093200,415600,428500,286200,858300,509600,941400,861600,1825100
"12313",1245700,1071400,423400,424900,294800,872700,510500,962800,870800,1857900
"12314",1260300,1021400,427300,430600,308300,883700,509900,937300,860600,1840700
"12315",1292500,1098400,465400,444100,326500,904200,513300,975800,870100,1872500
"12316",1265500,967700,416000,446000,304500,839500,492300,977400,894800,1868100
"12317",1246400,1013600,415700,430800,288700,843800,498500,955800,872900,1851600
"12318",1257700,1093100,415400,428500,286100,857600,509400,941100,861400,1825700
"12319",1253600,1055600,422800,429900,287200,866100,513000,961800,870400,1888600
"12320",1310600,1162200,483400,463100,332200,931700,524200,994300,876200,1949100
"12321",1275000,1022100,419600,429500,296000,860600,509800,955700,873500,1862900
"12322",1293400,1121500,462900,446400,328000,920900,517600,974900,868100,1917900
"12323",1257200,1093400,415300,428200,286100,857100,509200,940900,861300,1825400
"12324",1289300,985900,416100,456700,316200,885100,502200,990100,899300,1851800
"12325",1264200,1015800,438000,433800,307700,895800,509400,967200,882700,1852200
"12326",1264400,1014600,437900,433800,307500,895800,509500,967200,882500,1852400
"12327",1246400,1014800,415900,431100,289100,844100,498800,956400,873300,1852100
"12328",1254100,1058600,417900,429500,294200,861400,508500,939900,856700,1826900
"12329",1288500,1064700,446200,441000,320300,915200,520700,962500,880700,1875700
"12330",1257300,1093200,415300,428300,286000,857100,509200,940900,861300,1825400
"12331",1282300,1060700,448300,440900,310000,912700,518200,977000,889800,1847600
"12332",1296900,1165800,494500,470000,344400,938700,521200,979400,860900,1906000
"12333",1260400,1021600,426900,430600,308100,883600,509900,937000,860500,1840400
"12334",1245900,1071100,423300,424800,294900,872500,510300,962700,870700,1857800
"12335",1257600,1094000,415900,428400,286200,856900,509100,940700,861400,1826400
"12336",1254200,1055900,423100,430000,287300,866200,513000,961800,870600,1889100
"12337",1266200,1083400,431600,430300,300500,876500,513000,959100,867500,1869400
"12338",1257600,1093300,415200,428100,285900,856700,508800,940500,861100,1824900
"12339",1275400,1013900,450100,435400,312100,899200,510300,973100,887700,1862100
"12340",1264400,1015000,437800,433800,307500,895700,509300,967300,882900,1852600
"12341",1310600,1161900,483000,462800,332200,931400,524100,993900,875800,1947300
"12342",1288600,1065300,446400,441100,320400,915600,520800,962700,881100,1876000
"12343",1305400,1176900,495000,468200,343600,946400,530100,992700,875900,1963600
"12344",1282500,1061400,448500,441100,310000,913000,518400,977700,889800,1847900
"12345",1259800,1020600,426800,430400,308100,882900,509600,936600,860100,1839900
"12346",1247400,1015400,415900,431300,289300,844500,498900,956400,873500,1853100
"12347",1289000,986000,416100,456700,316200,885200,502400,990100,899300,1852000
"12348",1293600,1121500,463000,446300,327900,920800,517500,974800,868100,1917600
"12349",1265900,967800,415900,446200,304600,839500,492500,977500,894800,1868600
"12350",1257100,1092200,415300,428100,285800,856000,508500,940100,860800,1823500
"12351",1293400,1121000,462800,446200,327700,920500,517400,974700,868000,1916600
"12352",1259900,1021300,426900,430500,308100,883200,509700,936600,860300,1839900
"12353",1275400,1023200,419500,429300,295900,860900,510200,956200,873900,1862800
"12354",1256900,1091700,415200,428000,286000,855700,508600,940100,860300,1823300
"12355",1254400,1057000,423200,430300,287400,866600,513100,961800,870700,1889900
"12356",1310300,1162000,482900,462900,332300,931100,524200,993800,875700,1947800
"12357",1288700,1065200,446500,441200,320400,915300,520800,962500,881100,1875500
"12358",1266400,967600,416100,446100,304700,839400,492700,977600,894800,1868100
"12359",1293000,1099400,465300,444200,326700,904800,513500,975800,869800,1873100
"12360",1256500,1090800,415100,427600,285500,855500,508100,939700,860200,1823100
"12361",1293900,1121300,462700,446200,327600,920200,517500,974800,868200,1916900
"12362",1281700,1061100,447900,441000,310000,912400,518000,977100,889300,1848000
"12363",1276000,1023600,419500,429600,295900,861100,510300,956200,873900,1863400
"12364",1288900,986200,416200,456800,316000,885500,502300,990200,899200,1852700
"12365",1264400,1012500,437800,433600,307300,895100,508800,967000,882500,1851200
"12366",1247900,1017000,416100,431300,289300,845200,499000,956800,873800,1854600
"12367",1260400,1021900,427200,430500,308200,883600,509900,936600,860300,1841700
"12368",1245600,1069700,423200,424500,294800,872000,510200,962600,870500,1857700
"12369",1305500,1176500,494900,468200,343800,946000,530100,992600,875500,1964000
"12370",1265900,968200,416000,445800,304500,839500,492700,977400,894300,1868100
"12371",1297100,1164900,494400,470000,344500,939000,521200,979800,861200,1906400
"12372",1255800,1089600,414900,427500,285600,855200,507800,939600,860000,1822900
"12373",1310700,1162500,482900,463000,332200,931400,524400,993600,875900,1948600
"12374",1264100,1013300,437900,433500,307200,895100,509100,967100,882500,1851600
"12375",1275800,1024000,419500,429600,296000,861200,510500,956300,873900,1864100
"12376",1288500,986300,416200,456800,316000,885000,502400,990100,899000,1850600
"12377",1294200,1121600,462900,446300,327700,920400,517700,974800,868700,1917800
"12378",1260700,1022400,427300,430600,308300,883700,510000,937200,860500,1842200
"12379",1253600,1058800,417600,429400,294100,860700,508400,939500,856200,1826200
"12380",1255400,1088500,414700,427300,285300,854800,507600,939400,859900,1822500
"12381",1253000,1058400,417500,429200,293900,860500,508300,939300,856000,1825700
"12382",1247600,1016900,416000,431200,289400,845100,499400,957000,874100,1854200
"12383",1294700,1122200,463000,446500,328000,921000,517900,975200,869000,1918800
"12384",1288300,1065000,446500,441000,320400,914500,520700,962100,881000,1875200
"12385",1293300,1099300,465400,444400,326900,905300,513400,976200,870200,1872700
"12386",1296800,1164200,494200,469800,344400,938500,520900,979900,861200,1906100
"12387",1254000,1055800,423100,430000,287200,866500,513000,961800,870400,1889700
"12388",1255900,1089000,414700,427300,285400,855000,507600,939700,860300,1823900
"12389",1293600,1100200,465700,444500,327100,905400,513600,976400,870300,1872800
"12390",1245500,1068900,423100,424400,294700,871600,510300,962800,870600,1857100
"12391",1297000,1164200,494200,469700,344200,938600,520800,979900,861200,1905500
"12392",1248600,1016100,416100,431400,289800,845300,499400,957100,874500,1855100
"12393",1281900,1061000,448000,441000,310400,912400,518000,977100,889400,1848400
"12394",1288500,985500,416000,456800,315900,885100,502400,990200,899100,1851800
"12395",1263600,1012900,437800,433500,307300,895100,508900,967600,882900,1851400
"12396",1256600,1090600,415000,427800,285700,855300,508300,940400,860600,1824300
"12397",1292800,1100900,465200,444400,327000,905100,513500,975900,870000,1872500
"12398",1310100,1162500,483000,463100,332100,931300,524300,993600,875900,1948600
"12399",1276500,1017700,450400,436100,312900,900700,511300,973900,888100,1863400
"12400",1261000,1022300,427500,430700,308300,883600,510000,937300,860400,1842200
"12401",1293700,1121300,462900,446200,327800,920300,517600,974600,868500,1917800
"12402",1253400,1058500,417600,429300,294100,860600,508200,939200,856000,1824400
"12403",1253300,1056000,423000,429800,287000,866400,513100,961700,870400,1888900
"12404",1265600,968500,416000,445700,304700,839800,492600,977200,894100,1867300
"12405",1276700,1018200,450500,436200,312900,900700,511400,973800,888100,1863600
"12406",1297000,1164300,494200,469400,344100,938600,520900,979900,861000,1906300
"12407",1275900,1024400,419400,429700,295900,861200,510600,956400,873600,1864000
"12408",1266100,1083200,431600,430300,300400,876900,513300,959100,867600,1870200
"12409",1248300,1016000,416200,431500,289900,845100,499300,957300,875000,1856200
"12410",1305500,1177100,495100,468400,343800,946000,530500,992700,875800,1964100
"12411",1288200,1064300,446500,440900,319800,914400,520600,962200,880700,1874500
"12412",1293900,1121800,463100,446300,327800,920600,517800,974800,868600,1918400
"12413",1264000,1014000,437700,433500,307400,895500,509200,967300,882900,1851300
"12414",1276900,1019700,450500,436300,313100,901000,511500,973800,888300,1864200
"12415",1294000,1122500,463200,446400,327900,920700,517900,975200,868800,1918500
"12416",1256300,1090200,415000,427700,285800,854900,508300,940000,860300,1823300
"12417",1310400,1162700,482900,463100,332400,931400,524100,993200,875800,1948800
"12418",1277300,1020200,450600,436600,313200,901400,511800,974000,888600,1864700
"12419",1282200,1060400,447900,441100,310400,912400,517900,977300,889200,1848000
"12420",1261300,1023000,427700,430800,308400,884000,510300,937900,860900,1843600
"12421",1256700,1090600,415200,427800,285800,855400,508500,940300,860600,1824100
"12422",1292500,1100800,465400,444400,326900,905200,513600,976200,870100,1872200
"12423",1265800,968600,416000,445700,304700,839900,492600,977100,894100,1867900
"12424",1296800,1164000,494300,469400,343900,938200,520700,979800,861100,1905300
"12425",1288700,986000,416100,456900,316000,885000,502400,990400,899200,1852300
"12426",1253300,1056600,423000,429800,287000,866000,513000,961700,870400,1888900
"12427",1288200,1063100,446400,440900,320000,914300,520500,962100,880700,1874900
"12428",1253800,1058300,417700,429500,294200,861200,508600,939400,856300,1825300
"12429",1245200,1069900,423000,424300,294400,871700,510600,962900,870900,1856000
"12430",1248300,1014600,416400,431600,289700,845000,499200,956900,875100,1854300
"12431",1277300,1020000,450700,436600,313100,901400,511700,973900,888600,1864500
"12432",1254300,1059900,418000,429800,294300,861500,508700,939600,856400,1825800
"12433",1288300,1063900,446400,440900,320100,914200,520500,962100,880700,1875100
"12434",1261300,1023100,427800,430900,308400,883900,510300,937700,860900,1843600
"12435",1275500,1024000,419300,429700,295900,861000,510400,956100,873600,1863500
"12436",1293800,1121900,463200,446400,327800,920400,517800,974900,868900,1918900
"12437",1264600,1015100,437900,433700,307400,895500,509600,967400,882900,1851400
"12438",1256900,1092100,415600,428300,286100,855200,508600,940400,861100,1824400
"12439",1277200,1019800,450800,436500,313100,900900,511600,973500,888400,1864500
"12440",1245600,1069300,422900,424300,294300,871500,510400,962700,870700,1856200
"12441",1257300,1091800,415600,428200,285900,855100,508400,940600,861200,1824600
"12442",1265600,968500,416000,445700,304600,840100,492500,976900,893800,1867700
"12443",1296600,1164200,494400,469600,344000,938100,520600,979600,860800,1905200
"12444",1264400,1015400,437900,433700,307500,895400,509400,967500,882600,1851000
"12445",1248700,1015700,416600,431800,289700,845300,499100,957200,875100,1854700
"12446",1277000,1019400,450500,436500,313000,900700,511200,973400,888300,1864200
"12447",1260900,1022500,427700,430700,308300,883600,510400,937600,860800,1843700
"12448",1253300,1055700,423100,430000,287100,865900,513000,961500,870400,1888900
"12449",1294000,1121600,463200,446300,327600,920300,517700,974900,869100,1918700
"12450",1292400,1100200,465300,444200,326900,905300,513700,976000,870200,1872300
"12451",1275400,1023800,419300,429800,295800,860700,510300,956100,873500,1862800
"12452",1265800,1082500,431400,430500,300500,877100,513000,959000,867400,1869900
"12453",1304800,1176900,494800,468200,343900,945800,530500,992400,875700,1964200
"12454",1293700,1120700,462900,446100,327600,920100,517500,974600,868700,1917700
"12455",1257200,1091800,415500,428200,286000,855300,508300,941000,861300,1825600
"12456",1277200,1019700,450700,436400,312800,900900,511400,973700,888300,1864500
"12457",1288000,1063100,446100,440800,319900,913900,520400,962100,880500,1875100
"12458",1311000,1164000,483200,463100,332600,931600,524100,993900,876200,1949100
"12459",1288700,986100,416300,457100,316200,885200,502300,990500,899300,1853500
"12460",1265600,969200,416200,445900,304600,840200,492600,976700,893800,1866300
"12461",1282400,1060400,447700,441300,310700,912400,517600,977200,889300,1847700
"12462",1260800,1022800,427700,430700,308300,883800,510600,937700,860900,1845000
"12463",1248800,1017100,416800,431900,289800,846000,499600,957300,875700,1855800
"12464",1245500,1068600,422800,424100,294200,871200,510300,962500,870400,1856800
"12465",1264400,1015900,438000,433900,307600,895700,509600,967800,882800,1851200
"12466",1287900,1063100,446000,440600,319700,913800,520300,962000,880300,1874700
"12467",1249000,1018100,416900,432100,290000,846200,499700,957300,875700,1856300
"12468",1282500,1061400,447900,441400,310800,912600,517900,977100,889400,1849100
"12469",1305800,1177600,495100,468600,344000,946400,530700,992900,876100,1965200
"12470",1288900,986100,416100,457200,316300,885100,502300,990600,899300,1853900
"12471",1264400,1015300,438100,434000,307700,895900,509400,967900,883100,1852000
"12472",1253600,1056100,423300,430200,287200,865800,513000,961800,870500,1889700
"12473",1249200,1018000,417300,432400,290000,846600,500100,957400,876000,1856300
"12474",1296800,1164200,494300,469600,344000,938000,520600,979200,860600,1905000
"12475",1277600,1020000,451000,436500,312900,901200,511300,973600,888400,1864600
"12476",1306000,1177900,495200,468700,344100,946700,530900,993400,876400,1966000
"12477",1292400,1100200,465100,443900,326900,905500,513800,976100,870100,1872300
"12478",1287900,1063700,446100,440500,320100,914200,520300,962100,880500,1875200
"12479",1265600,969600,416100,446000,304400,840100,492700,976600,893700,1868800
"12480",1254900,1059600,418100,429600,294000,861900,509100,939800,856500,1826400
"12481",1260900,1022400,427700,430900,308300,884000,510400,937800,861500,1844700
"12482",1250200,1017600,417300,432400,289900,847000,500400,957500,876100,1857300
"12483",1261500,1022700,428000,431100,308400,884200,510600,938300,861700,1845300
"12484",1245300,1067200,422600,423800,294000,871000,509900,962500,870000,1856100
"12485",1282900,1062200,448000,441600,311000,913300,518300,977400,889900,1851100
"12486",1311400,1163700,483100,463200,332600,931700,524100,993900,876100,1949300
"12487",1287600,1064000,446200,440700,320100,914500,520400,962300,880700,1875500
"12488",1265400,1081800,431000,430200,300400,876500,512700,958300,866400,1869500
"12489",1306300,1177900,495500,468800,344200,947100,530900,993500,876400,1966100
"12490",1261800,1023400,428000,431300,308400,885100,510800,938200,861800,1846000
"12491",1255200,1060500,418300,430200,294200,862800,509300,940200,857000,1826700
"12492",1264900,1015900,437900,433900,307500,896200,509400,968100,883600,1852600
"12493",1261900,1023600,428200,431500,308500,885300,511000,938700,862000,1845800
"12494",1311700,1163900,483200,463200,332900,932100,524100,994000,876100,1949500
"12495",1292600,1100300,465100,443900,327000,905600,513800,976100,870200,1872300
"12496",1262500,1023800,428100,431400,308500,885500,511100,938700,862100,1846600
"12497",1292700,1120600,462900,446000,327300,919000,517200,974400,868800,1916900
"12498",1250400,1019600,417400,432400,290000,846800,500500,957900,876600,1856800
"12499",1283100,1063300,447900,441700,311400,913200,518100,977200,889800,1850900
"12500",1265100,1016300,438200,434100,307700,896700,509500,968300,883900,1853100
"12501",1258500,1092000,416300,429100,286100,857200,508900,942100,862300,1826900
"12502",1245300,1067900,422700,423900,293900,870900,510100,962400,870200,1856000
"12503",1278000,1020400,451300,436700,313000,901900,511600,974000,888600,1865800
"12504",1275200,1024000,419400,429600,295900,860500,510100,956000,873200,1862400
"12505",1265600,969100,416000,445900,304100,839600,492600,976600,893700,1870300
"12506",1296800,1164500,494400,469500,344000,938000,520500,979400,860800,1904300
"12507",1311900,1165500,483300,463300,333000,931900,524100,994300,876100,1949600
"12508",1258800,1091900,416300,429100,286400,857700,509000,942300,862700,1827200
"12509",1289300,985800,416100,457300,316400,885000,502200,990900,899400,1854400
"12510",1265500,970500,416000,446000,304200,839800,492500,976700,893700,1871000
"12511",1262800,1024100,428300,431500,308500,885500,511300,938700,862200,1846400
"12512",1250800,1021100,417300,432600,290000,847100,500600,957300,876400,1856500
"12513",1288200,1063700,446400,440900,320100,914600,520500,962500,880900,1876200
"12514",1250300,1019800,417100,432200,289700,846700,500500,957400,875800,1855700
"12515",1244900,1068400,422800,424000,293800,871300,510100,962400,870200,1855500
"12516",1253000,1054500,423000,429800,287100,865200,512900,961500,870300,1889900
"12517",1293600,1121400,463100,446300,327500,919800,517800,975100,869100,1918200
"12518",1265100,1016000,438100,434300,307800,897000,509600,968200,884000,1852200
"12519",1275200,1024000,419400,429700,296200,859900,510200,956300,873300,1862500
"12520",1265600,970200,416100,446000,304200,839800,492500,976800,893300,1871100
"12521",1296400,1163700,494300,469400,344100,937900,520600,979300,860500,1904300
"12522",1262900,1025200,428300,431500,308500,886300,511300,938800,862300,1847100
"12523",1305500,1175900,495200,468500,344100,946700,530400,993100,876000,1964100
"12524",1293500,1121300,462900,446100,327300,919400,517600,974900,869100,1917600
"12525",1250100,1017800,416800,432200,289500,846300,500100,957200,875900,1855100
"12526",1288700,1063600,446600,440900,320200,915000,520500,962700,881100,1876700
"12527",1292500,1100000,465300,443900,327100,905800,513800,976200,870400,1872300
"12528",1288800,1063400,446600,441000,320100,915100,520600,962700,881400,1877100
"12529",1265200,968900,416100,445900,304200,839500,492300,976700,892900,1870300
"12530",1275700,1025200,419500,429800,296400,860200,510400,956000,873600,1863400
"12531",1296600,1163800,494400,469400,344000,938000,520600,979300,860600,1904000
"12532",1312200,1165700,483100,463300,333000,931900,523900,994200,876000,1949200
"12533",1283600,1063400,448000,441800,311900,913400,518400,977700,889800,1852200
"12534",1258600,1091700,415900,428700,286600,856800,508800,942100,862400,1826900
"12535",1276400,1026500,420000,430300,296900,860600,510700,956500,874100,1864300
"12536",1256900,1062500,418600,430700,294200,863800,509700,940700,857900,1829400
"12537",1264700,1016100,438200,434200,307400,896500,509500,967900,884000,1852400
"12538",1262500,1024500,427900,431200,308500,885700,510900,938600,862100,1846500
"12539",1311800,1165000,483000,463100,333000,931400,523800,994200,875900,1948600
"12540",1276200,1026400,420100,430300,296800,860800,510800,956500,874100,1864300
"12541",1265500,969500,416200,445900,304400,840000,492400,976900,892800,1867700
"12542",1289600,986600,416000,457600,316700,885100,502100,991000,899400,1855900
"12543",1292900,1120500,462700,446000,327100,919100,517400,974500,868900,1916900
"12544",1253000,1054300,422900,429800,287100,865200,513100,961500,870500,1889900
"12545",1265900,1016600,438300,434400,307600,896900,509600,968400,884200,1852800
"12546",1258300,1089700,415900,429000,286500,856000,508100,941600,861300,1826600
"12547",1283500,1063700,448500,441800,312000,913300,518400,977900,890000,1851500
"12548",1292600,1120600,462400,446100,327300,918500,517300,974400,868900,1916700
"12549",1258100,1089900,415800,428800,286700,856200,508300,941800,861600,1826100
"12550",1250800,1018900,417100,432000,289600,847200,500000,957400,875900,1856100
"12551",1276500,1026900,420000,430400,296700,860500,510900,956800,874100,1864400
"12552",1297100,1165300,494600,469600,344100,938300,521000,979700,860700,1905200
"12553",1257600,1089000,415700,428600,286400,856000,508000,941400,861100,1825500
"12554",1265900,1082000,431500,430400,300600,876800,512800,958900,866900,1870200
"12555",1262700,1024300,428100,431300,308500,886000,511100,938500,861800,1846700
"12556",1264900,968500,415800,445800,304300,839500,492200,976600,892600,1867500
"12557",1245100,1069200,422700,423900,293900,871400,510100,962200,869900,1854400
"12558",1266900,1017300,438600,434500,307900,897300,509700,968700,884700,1853500
"12559",1289600,987000,416100,457600,316800,885200,502300,991200,899300,1856700
"12560",1288900,1063800,446600,441000,320000,914900,520500,962600,881200,1876400
"12561",1266400,1017400,438200,434400,307900,897000,509500,968300,884200,1853300
"12562",1257600,1090000,415800,428600,286500,856300,508100,941300,861500,1825500
"12563",1305300,1175700,495400,468500,344200,947000,530400,993100,875900,1964700
"12564",1292400,1099700,465300,444000,326900,906000,513700,976400,870500,1872300
"12565",1283000,1063100,448000,441800,311800,912900,518200,977300,889600,1851900
"12566",1245300,1071100,423000,424200,294100,871700,510300,962300,870000,1855300
"12567",1256600,1062200,418600,430500,294000,863500,509500,940500,857700,1829200
"12568",1267300,1017700,438500,434600,308100,897300,509700,969100,884500,1853600
"12569",1265200,970600,415900,445800,304400,839700,492500,976900,892600,1866200
"12570",1297400,1164700,494600,469800,344200,938700,520900,979900,861100,1905800
"12571",1258500,1091800,415800,428900,286800,856800,508300,941600,861500,1827100
"12572",1263600,1026400,428700,431900,309100,887800,511700,939300,862500,1848300
"12573",1278900,1025600,452000,437200,312900,902600,512200,974500,889500,1866900
